employer_key,employer_code,employer_name,company_type,industry,sector,hq_country,hq_state,hq_city,website,linkedin_company_url,size_bucket,sponsor_f1_flag,remote_friendly_flag,diversity_program_flag,talent_partner_flag,last_engagement_date,employer_rating,created_at,updated_at,products,slu_relation,logo_url
753,EMP0753,Company 753,Gov,Consulting,Public,USA,TX,Austin,https://company753.com,https://linkedin.com/company/company753,50-199,1,1,1,0,2022-01-23,9,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
754,EMP0754,Company 754,Nonprofit,Media,Gov,USA,NY,New York,https://company754.com,https://linkedin.com/company/company754,200-999,0,0,0,0,2022-01-24,10,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
755,EMP0755,Company 755,Other,Aerospace,Nonprofit,USA,WA,Seattle,https://company755.com,https://linkedin.com/company/company755,1000+,1,1,0,0,2022-01-25,6,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
756,EMP0756,Company 756,Startup,Technology,Private,USA,MA,Boston,https://company756.com,https://linkedin.com/company/company756,1-49,0,0,1,1,2022-01-26,7,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
757,EMP0757,Company 757,SMB,Healthcare,Public,USA,GA,Atlanta,https://company757.com,https://linkedin.com/company/company757,50-199,1,1,0,0,2022-01-27,8,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
758,EMP0758,Company 758,Enterprise,Finance,Gov,USA,AZ,Phoenix,https://company758.com,https://linkedin.com/company/company758,200-999,0,0,0,0,2022-01-28,9,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
759,EMP0759,Company 759,Gov,Retail,Nonprofit,USA,NC,Charlotte,https://company759.com,https://linkedin.com/company/company759,1000+,1,1,1,0,2022-01-29,10,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
760,EMP0760,Company 760,Nonprofit,Education,Private,USA,MO,St. Louis,https://company760.com,https://linkedin.com/company/company760,1-49,0,0,0,1,2022-01-30,6,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
761,EMP0761,Company 761,Other,Manufacturing,Public,USA,IL,Chicago,https://company761.com,https://linkedin.com/company/company761,50-199,1,1,0,0,2022-01-31,7,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
762,EMP0762,Company 762,Startup,Consulting,Gov,USA,CA,Mountain View,https://company762.com,https://linkedin.com/company/company762,200-999,0,0,1,0,2022-02-01,8,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
763,EMP0763,Company 763,SMB,Media,Nonprofit,USA,TX,Austin,https://company763.com,https://linkedin.com/company/company763,1000+,1,1,0,0,2022-02-02,9,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
764,EMP0764,Company 764,Enterprise,Aerospace,Private,USA,NY,New York,https://company764.com,https://linkedin.com/company/company764,1-49,0,0,0,1,2022-02-03,10,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
765,EMP0765,Company 765,Gov,Technology,Public,USA,WA,Seattle,https://company765.com,https://linkedin.com/company/company765,50-199,1,1,1,0,2022-02-04,6,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
766,EMP0766,Company 766,Nonprofit,Healthcare,Gov,USA,MA,Boston,https://company766.com,https://linkedin.com/company/company766,200-999,0,0,0,0,2022-02-05,7,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
767,EMP0767,Company 767,Other,Finance,Nonprofit,USA,GA,Atlanta,https://company767.com,https://linkedin.com/company/company767,1000+,1,1,0,0,2022-02-06,8,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
768,EMP0768,Company 768,Startup,Retail,Private,USA,AZ,Phoenix,https://company768.com,https://linkedin.com/company/company768,1-49,0,0,1,1,2022-02-07,9,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
769,EMP0769,Company 769,SMB,Education,Public,USA,NC,Charlotte,https://company769.com,https://linkedin.com/company/company769,50-199,1,1,0,0,2022-02-08,10,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
770,EMP0770,Company 770,Enterprise,Manufacturing,Gov,USA,MO,St. Louis,https://company770.com,https://linkedin.com/company/company770,200-999,0,0,0,0,2022-02-09,6,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
771,EMP0771,Company 771,Gov,Consulting,Nonprofit,USA,IL,Chicago,https://company771.com,https://linkedin.com/company/company771,1000+,1,1,1,0,2022-02-10,7,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
772,EMP0772,Company 772,Nonprofit,Media,Private,USA,CA,Mountain View,https://company772.com,https://linkedin.com/company/company772,1-49,0,0,0,1,2022-02-11,8,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
773,EMP0773,Company 773,Other,Aerospace,Public,USA,TX,Austin,https://company773.com,https://linkedin.com/company/company773,50-199,1,1,0,0,2022-02-12,9,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
774,EMP0774,Company 774,Startup,Technology,Gov,USA,NY,New York,https://company774.com,https://linkedin.com/company/company774,200-999,0,0,1,0,2022-02-13,10,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
775,EMP0775,Company 775,SMB,Healthcare,Nonprofit,USA,WA,Seattle,https://company775.com,https://linkedin.com/company/company775,1000+,1,1,0,0,2022-02-14,6,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
776,EMP0776,Company 776,Enterprise,Finance,Private,USA,MA,Boston,https://company776.com,https://linkedin.com/company/company776,1-49,0,0,0,1,2022-02-15,7,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
777,EMP0777,Company 777,Gov,Retail,Public,USA,GA,Atlanta,https://company777.com,https://linkedin.com/company/company777,50-199,1,1,1,0,2022-02-16,8,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
778,EMP0778,Company 778,Nonprofit,Education,Gov,USA,AZ,Phoenix,https://company778.com,https://linkedin.com/company/company778,200-999,0,0,0,0,2022-02-17,9,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
779,EMP0779,Company 779,Other,Manufacturing,Nonprofit,USA,NC,Charlotte,https://company779.com,https://linkedin.com/company/company779,1000+,1,1,0,0,2022-02-18,10,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
780,EMP0780,Company 780,Startup,Consulting,Private,USA,MO,St. Louis,https://company780.com,https://linkedin.com/company/company780,1-49,0,0,1,1,2022-02-19,6,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
781,EMP0781,Company 781,SMB,Media,Public,USA,IL,Chicago,https://company781.com,https://linkedin.com/company/company781,50-199,1,1,0,0,2022-02-20,7,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
782,EMP0782,Company 782,Enterprise,Aerospace,Gov,USA,CA,Mountain View,https://company782.com,https://linkedin.com/company/company782,200-999,0,0,0,0,2022-02-21,8,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
783,EMP0783,Company 783,Gov,Technology,Nonprofit,USA,TX,Austin,https://company783.com,https://linkedin.com/company/company783,1000+,1,1,1,0,2022-02-22,9,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
784,EMP0784,Company 784,Nonprofit,Healthcare,Private,USA,NY,New York,https://company784.com,https://linkedin.com/company/company784,1-49,0,0,0,1,2022-02-23,10,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
785,EMP0785,Company 785,Other,Finance,Public,USA,WA,Seattle,https://company785.com,https://linkedin.com/company/company785,50-199,1,1,0,0,2022-02-24,6,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
786,EMP0786,Company 786,Startup,Retail,Gov,USA,MA,Boston,https://company786.com,https://linkedin.com/company/company786,200-999,0,0,1,0,2022-02-25,7,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
787,EMP0787,Company 787,SMB,Education,Nonprofit,USA,GA,Atlanta,https://company787.com,https://linkedin.com/company/company787,1000+,1,1,0,0,2022-02-26,8,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
788,EMP0788,Company 788,Enterprise,Manufacturing,Private,USA,AZ,Phoenix,https://company788.com,https://linkedin.com/company/company788,1-49,0,0,0,1,2022-02-27,9,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
789,EMP0789,Company 789,Gov,Consulting,Public,USA,NC,Charlotte,https://company789.com,https://linkedin.com/company/company789,50-199,1,1,1,0,2022-02-28,10,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
790,EMP0790,Company 790,Nonprofit,Media,Gov,USA,MO,St. Louis,https://company790.com,https://linkedin.com/company/company790,200-999,0,0,0,0,2022-03-01,6,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
791,EMP0791,Company 791,Other,Aerospace,Nonprofit,USA,IL,Chicago,https://company791.com,https://linkedin.com/company/company791,1000+,1,1,0,0,2022-03-02,7,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
792,EMP0792,Company 792,Startup,Technology,Private,USA,CA,Mountain View,https://company792.com,https://linkedin.com/company/company792,1-49,0,0,1,1,2022-03-03,8,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
793,EMP0793,Company 793,SMB,Healthcare,Public,USA,TX,Austin,https://company793.com,https://linkedin.com/company/company793,50-199,1,1,0,0,2022-03-04,9,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
794,EMP0794,Company 794,Enterprise,Finance,Gov,USA,NY,New York,https://company794.com,https://linkedin.com/company/company794,200-999,0,0,0,0,2022-03-05,10,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
795,EMP0795,Company 795,Gov,Retail,Nonprofit,USA,WA,Seattle,https://company795.com,https://linkedin.com/company/company795,1000+,1,1,1,0,2022-03-06,6,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
796,EMP0796,Company 796,Nonprofit,Education,Private,USA,MA,Boston,https://company796.com,https://linkedin.com/company/company796,1-49,0,0,0,1,2022-03-07,7,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
797,EMP0797,Company 797,Other,Manufacturing,Public,USA,GA,Atlanta,https://company797.com,https://linkedin.com/company/company797,50-199,1,1,0,0,2022-03-08,8,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
798,EMP0798,Company 798,Startup,Consulting,Gov,USA,AZ,Phoenix,https://company798.com,https://linkedin.com/company/company798,200-999,0,0,1,0,2022-03-09,9,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
799,EMP0799,Company 799,SMB,Media,Nonprofit,USA,NC,Charlotte,https://company799.com,https://linkedin.com/company/company799,1000+,1,1,0,0,2022-03-10,10,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
800,EMP0800,Company 800,Enterprise,Aerospace,Private,USA,MO,St. Louis,https://company800.com,https://linkedin.com/company/company800,1-49,0,0,0,1,2022-03-11,6,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
801,EMP0801,Company 801,Gov,Technology,Public,USA,IL,Chicago,https://company801.com,https://linkedin.com/company/company801,50-199,1,1,1,0,2022-03-12,7,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
802,EMP0802,Company 802,Nonprofit,Healthcare,Gov,USA,CA,Mountain View,https://company802.com,https://linkedin.com/company/company802,200-999,0,0,0,0,2022-03-13,8,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
803,EMP0803,Company 803,Other,Finance,Nonprofit,USA,TX,Austin,https://company803.com,https://linkedin.com/company/company803,1000+,1,1,0,0,2022-03-14,9,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
804,EMP0804,Company 804,Startup,Retail,Private,USA,NY,New York,https://company804.com,https://linkedin.com/company/company804,1-49,0,0,1,1,2022-03-15,10,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
805,EMP0805,Company 805,SMB,Education,Public,USA,WA,Seattle,https://company805.com,https://linkedin.com/company/company805,50-199,1,1,0,0,2022-03-16,6,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
806,EMP0806,Company 806,Enterprise,Manufacturing,Gov,USA,MA,Boston,https://company806.com,https://linkedin.com/company/company806,200-999,0,0,0,0,2022-03-17,7,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
807,EMP0807,Company 807,Gov,Consulting,Nonprofit,USA,GA,Atlanta,https://company807.com,https://linkedin.com/company/company807,1000+,1,1,1,0,2022-03-18,8,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
808,EMP0808,Company 808,Nonprofit,Media,Private,USA,AZ,Phoenix,https://company808.com,https://linkedin.com/company/company808,1-49,0,0,0,1,2022-03-19,9,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
809,EMP0809,Company 809,Other,Aerospace,Public,USA,NC,Charlotte,https://company809.com,https://linkedin.com/company/company809,50-199,1,1,0,0,2022-03-20,10,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
810,EMP0810,Company 810,Startup,Technology,Gov,USA,MO,St. Louis,https://company810.com,https://linkedin.com/company/company810,200-999,0,0,1,0,2022-03-21,6,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
811,EMP0811,Company 811,SMB,Healthcare,Nonprofit,USA,IL,Chicago,https://company811.com,https://linkedin.com/company/company811,1000+,1,1,0,0,2022-03-22,7,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
812,EMP0812,Company 812,Enterprise,Finance,Private,USA,CA,Mountain View,https://company812.com,https://linkedin.com/company/company812,1-49,0,0,0,1,2022-03-23,8,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
813,EMP0813,Company 813,Gov,Retail,Public,USA,TX,Austin,https://company813.com,https://linkedin.com/company/company813,50-199,1,1,1,0,2022-03-24,9,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
814,EMP0814,Company 814,Nonprofit,Education,Gov,USA,NY,New York,https://company814.com,https://linkedin.com/company/company814,200-999,0,0,0,0,2022-03-25,10,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
815,EMP0815,Company 815,Other,Manufacturing,Nonprofit,USA,WA,Seattle,https://company815.com,https://linkedin.com/company/company815,1000+,1,1,0,0,2022-03-26,6,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
816,EMP0816,Company 816,Startup,Consulting,Private,USA,MA,Boston,https://company816.com,https://linkedin.com/company/company816,1-49,0,0,1,1,2022-03-27,7,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
817,EMP0817,Company 817,SMB,Media,Public,USA,GA,Atlanta,https://company817.com,https://linkedin.com/company/company817,50-199,1,1,0,0,2022-03-28,8,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
818,EMP0818,Company 818,Enterprise,Aerospace,Gov,USA,AZ,Phoenix,https://company818.com,https://linkedin.com/company/company818,200-999,0,0,0,0,2022-03-29,9,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
819,EMP0819,Company 819,Gov,Technology,Nonprofit,USA,NC,Charlotte,https://company819.com,https://linkedin.com/company/company819,1000+,1,1,1,0,2022-03-30,10,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
820,EMP0820,Company 820,Nonprofit,Healthcare,Private,USA,MO,St. Louis,https://company820.com,https://linkedin.com/company/company820,1-49,0,0,0,1,2022-03-31,6,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
821,EMP0821,Company 821,Other,Finance,Public,USA,IL,Chicago,https://company821.com,https://linkedin.com/company/company821,50-199,1,1,0,0,2022-04-01,7,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
822,EMP0822,Company 822,Startup,Retail,Gov,USA,CA,Mountain View,https://company822.com,https://linkedin.com/company/company822,200-999,0,0,1,0,2022-04-02,8,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
823,EMP0823,Company 823,SMB,Education,Nonprofit,USA,TX,Austin,https://company823.com,https://linkedin.com/company/company823,1000+,1,1,0,0,2022-04-03,9,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
824,EMP0824,Company 824,Enterprise,Manufacturing,Private,USA,NY,New York,https://company824.com,https://linkedin.com/company/company824,1-49,0,0,0,1,2022-04-04,10,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
825,EMP0825,Company 825,Gov,Consulting,Public,USA,WA,Seattle,https://company825.com,https://linkedin.com/company/company825,50-199,1,1,1,0,2022-04-05,6,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
826,EMP0826,Company 826,Nonprofit,Media,Gov,USA,MA,Boston,https://company826.com,https://linkedin.com/company/company826,200-999,0,0,0,0,2022-04-06,7,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
827,EMP0827,Company 827,Other,Aerospace,Nonprofit,USA,GA,Atlanta,https://company827.com,https://linkedin.com/company/company827,1000+,1,1,0,0,2022-04-07,8,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
828,EMP0828,Company 828,Startup,Technology,Private,USA,AZ,Phoenix,https://company828.com,https://linkedin.com/company/company828,1-49,0,0,1,1,2022-04-08,9,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
829,EMP0829,Company 829,SMB,Healthcare,Public,USA,NC,Charlotte,https://company829.com,https://linkedin.com/company/company829,50-199,1,1,0,0,2022-04-09,10,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
830,EMP0830,Company 830,Enterprise,Finance,Gov,USA,MO,St. Louis,https://company830.com,https://linkedin.com/company/company830,200-999,0,0,0,0,2022-04-10,6,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
831,EMP0831,Company 831,Gov,Retail,Nonprofit,USA,IL,Chicago,https://company831.com,https://linkedin.com/company/company831,1000+,1,1,1,0,2022-04-11,7,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
832,EMP0832,Company 832,Nonprofit,Education,Private,USA,CA,Mountain View,https://company832.com,https://linkedin.com/company/company832,1-49,0,0,0,1,2022-04-12,8,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
833,EMP0833,Company 833,Other,Manufacturing,Public,USA,TX,Austin,https://company833.com,https://linkedin.com/company/company833,50-199,1,1,0,0,2022-04-13,9,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
834,EMP0834,Company 834,Startup,Consulting,Gov,USA,NY,New York,https://company834.com,https://linkedin.com/company/company834,200-999,0,0,1,0,2022-04-14,10,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
835,EMP0835,Company 835,SMB,Media,Nonprofit,USA,WA,Seattle,https://company835.com,https://linkedin.com/company/company835,1000+,1,1,0,0,2022-04-15,6,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
836,EMP0836,Company 836,Enterprise,Aerospace,Private,USA,MA,Boston,https://company836.com,https://linkedin.com/company/company836,1-49,0,0,0,1,2022-04-16,7,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
837,EMP0837,Company 837,Gov,Technology,Public,USA,GA,Atlanta,https://company837.com,https://linkedin.com/company/company837,50-199,1,1,1,0,2022-04-17,8,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
838,EMP0838,Company 838,Nonprofit,Healthcare,Gov,USA,AZ,Phoenix,https://company838.com,https://linkedin.com/company/company838,200-999,0,0,0,0,2022-04-18,9,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
839,EMP0839,Company 839,Other,Finance,Nonprofit,USA,NC,Charlotte,https://company839.com,https://linkedin.com/company/company839,1000+,1,1,0,0,2022-04-19,10,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
840,EMP0840,Company 840,Startup,Retail,Private,USA,MO,St. Louis,https://company840.com,https://linkedin.com/company/company840,1-49,0,0,1,1,2022-04-20,6,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
841,EMP0841,Company 841,SMB,Education,Public,USA,IL,Chicago,https://company841.com,https://linkedin.com/company/company841,50-199,1,1,0,0,2022-04-21,7,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
842,EMP0842,Company 842,Enterprise,Manufacturing,Gov,USA,CA,Mountain View,https://company842.com,https://linkedin.com/company/company842,200-999,0,0,0,0,2022-04-22,8,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
843,EMP0843,Company 843,Gov,Consulting,Nonprofit,USA,TX,Austin,https://company843.com,https://linkedin.com/company/company843,1000+,1,1,1,0,2022-04-23,9,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
844,EMP0844,Company 844,Nonprofit,Media,Private,USA,NY,New York,https://company844.com,https://linkedin.com/company/company844,1-49,0,0,0,1,2022-04-24,10,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
845,EMP0845,Company 845,Other,Aerospace,Public,USA,WA,Seattle,https://company845.com,https://linkedin.com/company/company845,50-199,1,1,0,0,2022-04-25,6,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
846,EMP0846,Company 846,Startup,Technology,Gov,USA,MA,Boston,https://company846.com,https://linkedin.com/company/company846,200-999,0,0,1,0,2022-04-26,7,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
847,EMP0847,Company 847,SMB,Healthcare,Nonprofit,USA,GA,Atlanta,https://company847.com,https://linkedin.com/company/company847,1000+,1,1,0,0,2022-04-27,8,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
848,EMP0848,Company 848,Enterprise,Finance,Private,USA,AZ,Phoenix,https://company848.com,https://linkedin.com/company/company848,1-49,0,0,0,1,2022-04-28,9,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
849,EMP0849,Company 849,Gov,Retail,Public,USA,NC,Charlotte,https://company849.com,https://linkedin.com/company/company849,50-199,1,1,1,0,2022-04-29,10,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
850,EMP0850,Company 850,Nonprofit,Education,Gov,USA,MO,St. Louis,https://company850.com,https://linkedin.com/company/company850,200-999,0,0,0,0,2022-04-30,6,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
851,EMP0851,Company 851,Other,Manufacturing,Nonprofit,USA,IL,Chicago,https://company851.com,https://linkedin.com/company/company851,1000+,1,1,0,0,2022-05-01,7,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
852,EMP0852,Company 852,Startup,Consulting,Private,USA,CA,Mountain View,https://company852.com,https://linkedin.com/company/company852,1-49,0,0,1,1,2022-05-02,8,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
853,EMP0853,Company 853,SMB,Media,Public,USA,TX,Austin,https://company853.com,https://linkedin.com/company/company853,50-199,1,1,0,0,2022-05-03,9,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
854,EMP0854,Company 854,Enterprise,Aerospace,Gov,USA,NY,New York,https://company854.com,https://linkedin.com/company/company854,200-999,0,0,0,0,2022-05-04,10,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
855,EMP0855,Company 855,Gov,Technology,Nonprofit,USA,WA,Seattle,https://company855.com,https://linkedin.com/company/company855,1000+,1,1,1,0,2022-05-05,6,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
856,EMP0856,Company 856,Nonprofit,Healthcare,Private,USA,MA,Boston,https://company856.com,https://linkedin.com/company/company856,1-49,0,0,0,1,2022-05-06,7,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
857,EMP0857,Company 857,Other,Finance,Public,USA,GA,Atlanta,https://company857.com,https://linkedin.com/company/company857,50-199,1,1,0,0,2022-05-07,8,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
858,EMP0858,Company 858,Startup,Retail,Gov,USA,AZ,Phoenix,https://company858.com,https://linkedin.com/company/company858,200-999,0,0,1,0,2022-05-08,9,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
859,EMP0859,Company 859,SMB,Education,Nonprofit,USA,NC,Charlotte,https://company859.com,https://linkedin.com/company/company859,1000+,1,1,0,0,2022-05-09,10,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
860,EMP0860,Company 860,Enterprise,Manufacturing,Private,USA,MO,St. Louis,https://company860.com,https://linkedin.com/company/company860,1-49,0,0,0,1,2022-05-10,6,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
861,EMP0861,Company 861,Gov,Consulting,Public,USA,IL,Chicago,https://company861.com,https://linkedin.com/company/company861,50-199,1,1,1,0,2022-05-11,7,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
862,EMP0862,Company 862,Nonprofit,Media,Gov,USA,CA,Mountain View,https://company862.com,https://linkedin.com/company/company862,200-999,0,0,0,0,2022-05-12,8,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
863,EMP0863,Company 863,Other,Aerospace,Nonprofit,USA,TX,Austin,https://company863.com,https://linkedin.com/company/company863,1000+,1,1,0,0,2022-05-13,9,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
864,EMP0864,Company 864,Startup,Technology,Private,USA,NY,New York,https://company864.com,https://linkedin.com/company/company864,1-49,0,0,1,1,2022-05-14,10,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
865,EMP0865,Company 865,SMB,Healthcare,Public,USA,WA,Seattle,https://company865.com,https://linkedin.com/company/company865,50-199,1,1,0,0,2022-05-15,6,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
866,EMP0866,Company 866,Enterprise,Finance,Gov,USA,MA,Boston,https://company866.com,https://linkedin.com/company/company866,200-999,0,0,0,0,2022-05-16,7,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
867,EMP0867,Company 867,Gov,Retail,Nonprofit,USA,GA,Atlanta,https://company867.com,https://linkedin.com/company/company867,1000+,1,1,1,0,2022-05-17,8,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
868,EMP0868,Company 868,Nonprofit,Education,Private,USA,AZ,Phoenix,https://company868.com,https://linkedin.com/company/company868,1-49,0,0,0,1,2022-05-18,9,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
869,EMP0869,Company 869,Other,Manufacturing,Public,USA,NC,Charlotte,https://company869.com,https://linkedin.com/company/company869,50-199,1,1,0,0,2022-05-19,10,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
870,EMP0870,Company 870,Startup,Consulting,Gov,USA,MO,St. Louis,https://company870.com,https://linkedin.com/company/company870,200-999,0,0,1,0,2022-05-20,6,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
871,EMP0871,Company 871,SMB,Media,Nonprofit,USA,IL,Chicago,https://company871.com,https://linkedin.com/company/company871,1000+,1,1,0,0,2022-05-21,7,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
872,EMP0872,Company 872,Enterprise,Aerospace,Private,USA,CA,Mountain View,https://company872.com,https://linkedin.com/company/company872,1-49,0,0,0,1,2022-05-22,8,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
873,EMP0873,Company 873,Gov,Technology,Public,USA,TX,Austin,https://company873.com,https://linkedin.com/company/company873,50-199,1,1,1,0,2022-05-23,9,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
874,EMP0874,Company 874,Nonprofit,Healthcare,Gov,USA,NY,New York,https://company874.com,https://linkedin.com/company/company874,200-999,0,0,0,0,2022-05-24,10,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
875,EMP0875,Company 875,Other,Finance,Nonprofit,USA,WA,Seattle,https://company875.com,https://linkedin.com/company/company875,1000+,1,1,0,0,2022-05-25,6,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
876,EMP0876,Company 876,Startup,Retail,Private,USA,MA,Boston,https://company876.com,https://linkedin.com/company/company876,1-49,0,0,1,1,2022-05-26,7,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
877,EMP0877,Company 877,SMB,Education,Public,USA,GA,Atlanta,https://company877.com,https://linkedin.com/company/company877,50-199,1,1,0,0,2022-05-27,8,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
878,EMP0878,Company 878,Enterprise,Manufacturing,Gov,USA,AZ,Phoenix,https://company878.com,https://linkedin.com/company/company878,200-999,0,0,0,0,2022-05-28,9,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
879,EMP0879,Company 879,Gov,Consulting,Nonprofit,USA,NC,Charlotte,https://company879.com,https://linkedin.com/company/company879,1000+,1,1,1,0,2022-05-29,10,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
